,r,p,i,t,I_A
2172,2,1,13,13,0.0
2173,2,1,13,14,0.0
2174,2,1,13,15,0.0
2175,2,1,13,16,0.0
2176,2,1,13,17,0.0
2177,2,1,13,18,0.0
2178,2,1,13,19,0.0
2179,2,1,13,20,0.0
2180,2,1,13,21,0.0
2181,2,1,13,22,0.0
2182,2,1,13,23,0.0
2183,2,1,13,24,0.0
2184,2,1,13,25,0.0
2185,2,1,13,26,0.0
2186,2,1,13,27,0.0
2187,2,1,13,28,0.0
2188,2,1,13,29,0.0
2189,2,1,13,30,0.0
2190,2,1,14,1,0.0
2191,2,1,14,2,0.0
2192,2,1,14,3,0.0
2193,2,1,14,4,0.0
2194,2,1,14,5,0.0
2195,2,1,14,6,0.0
2196,2,1,14,7,0.0
2197,2,1,14,8,0.0
2198,2,1,14,9,0.0
2199,2,1,14,10,0.0
2200,2,1,14,11,0.0
2201,2,1,14,12,0.0
2202,2,1,14,13,0.0
2203,2,1,14,14,0.0
2204,2,1,14,15,0.0
2205,2,1,14,16,0.0
2206,2,1,14,17,0.0
2207,2,1,14,18,0.0
2208,2,1,14,19,0.0
2209,2,1,14,20,0.0
2210,2,1,14,21,0.0
2211,2,1,14,22,0.0
2212,2,1,14,23,0.0
2213,2,1,14,24,0.0
2214,2,1,14,25,0.0
2215,2,1,14,26,0.0
2216,2,1,14,27,0.0
2217,2,1,14,28,0.0
2218,2,1,14,29,0.0
2219,2,1,14,30,0.0
2220,2,1,15,1,0.0
2221,2,1,15,2,0.0
2222,2,1,15,3,0.0
2223,2,1,15,4,0.0
2224,2,1,15,5,0.0
2225,2,1,15,6,0.0
2226,2,1,15,7,0.0
2227,2,1,15,8,0.0
2228,2,1,15,9,0.0
2229,2,1,15,10,0.0
2230,2,1,15,11,0.0
2231,2,1,15,12,0.0
2232,2,1,15,13,0.0
2233,2,1,15,14,0.0
2234,2,1,15,15,0.0
2235,2,1,15,16,0.0
2236,2,1,15,17,0.0
2237,2,1,15,18,0.0
2238,2,1,15,19,0.0
2239,2,1,15,20,0.0
2240,2,1,15,21,0.0
2241,2,1,15,22,0.0
2242,2,1,15,23,0.0
2243,2,1,15,24,0.0
2244,2,1,15,25,0.0
2245,2,1,15,26,0.0
2246,2,1,15,27,0.0
2247,2,1,15,28,0.0
2248,2,1,15,29,0.0
2249,2,1,15,30,0.0
2250,2,2,1,1,0.0
2251,2,2,1,2,0.0
2252,2,2,1,3,0.0
2253,2,2,1,4,0.0
2254,2,2,1,5,0.0
2255,2,2,1,6,0.0
2256,2,2,1,7,0.0
2257,2,2,1,8,0.0
2258,2,2,1,9,0.0
2259,2,2,1,10,0.0
2260,2,2,1,11,0.0
2261,2,2,1,12,0.0
2262,2,2,1,13,0.0
2263,2,2,1,14,0.0
2264,2,2,1,15,0.0
2265,2,2,1,16,0.0
2266,2,2,1,17,0.0
2267,2,2,1,18,0.0
2268,2,2,1,19,0.0
2269,2,2,1,20,0.0
2270,2,2,1,21,0.0
2271,2,2,1,22,0.0
2272,2,2,1,23,0.0
2273,2,2,1,24,0.0
2274,2,2,1,25,0.0
2275,2,2,1,26,0.0
2276,2,2,1,27,0.0
2277,2,2,1,28,0.0
2278,2,2,1,29,0.0
2279,2,2,1,30,0.0
2280,2,2,2,1,0.0
2281,2,2,2,2,0.0
2282,2,2,2,3,0.0
2283,2,2,2,4,0.0
2284,2,2,2,5,0.0
2285,2,2,2,6,0.0
2286,2,2,2,7,0.0
2287,2,2,2,8,0.0
2288,2,2,2,9,0.0
2289,2,2,2,10,0.0
2290,2,2,2,11,0.0
2291,2,2,2,12,0.0
2292,2,2,2,13,0.0
2293,2,2,2,14,0.0
2294,2,2,2,15,0.0
2295,2,2,2,16,0.0
2296,2,2,2,17,0.0
2297,2,2,2,18,0.0
2298,2,2,2,19,0.0
2299,2,2,2,20,0.0
2300,2,2,2,21,0.0
2301,2,2,2,22,0.0
2302,2,2,2,23,0.0
2303,2,2,2,24,0.0
2304,2,2,2,25,0.0
2305,2,2,2,26,0.0
2306,2,2,2,27,0.0
2307,2,2,2,28,0.0
2308,2,2,2,29,0.0
2309,2,2,2,30,0.0
2310,2,2,3,1,0.0
2311,2,2,3,2,0.0
2312,2,2,3,3,0.0
2313,2,2,3,4,0.0
2314,2,2,3,5,0.0
2315,2,2,3,6,0.0
2316,2,2,3,7,0.0
2317,2,2,3,8,0.0
2318,2,2,3,9,0.0
2319,2,2,3,10,0.0
2320,2,2,3,11,0.0
2321,2,2,3,12,0.0
2322,2,2,3,13,0.0
2323,2,2,3,14,0.0
2324,2,2,3,15,0.0
2325,2,2,3,16,0.0
2326,2,2,3,17,0.0
2327,2,2,3,18,0.0
2328,2,2,3,19,0.0
2329,2,2,3,20,0.0
2330,2,2,3,21,0.0
2331,2,2,3,22,0.0
2332,2,2,3,23,0.0
2333,2,2,3,24,0.0
2334,2,2,3,25,0.0
2335,2,2,3,26,0.0
2336,2,2,3,27,0.0
2337,2,2,3,28,0.0
2338,2,2,3,29,0.0
2339,2,2,3,30,0.0
2340,2,2,4,1,0.0
2341,2,2,4,2,0.0
2342,2,2,4,3,0.0
2343,2,2,4,4,0.0
2344,2,2,4,5,0.0
2345,2,2,4,6,0.0
2346,2,2,4,7,0.0
2347,2,2,4,8,0.0
2348,2,2,4,9,0.0
2349,2,2,4,10,0.0
2350,2,2,4,11,0.0
2351,2,2,4,12,0.0
2352,2,2,4,13,0.0
2353,2,2,4,14,0.0
2354,2,2,4,15,0.0
2355,2,2,4,16,0.0
2356,2,2,4,17,0.0
2357,2,2,4,18,0.0
2358,2,2,4,19,0.0
2359,2,2,4,20,0.0
2360,2,2,4,21,0.0
2361,2,2,4,22,0.0
2362,2,2,4,23,0.0
2363,2,2,4,24,0.0
2364,2,2,4,25,0.0
2365,2,2,4,26,0.0
2366,2,2,4,27,0.0
2367,2,2,4,28,0.0
2368,2,2,4,29,0.0
2369,2,2,4,30,0.0
2370,2,2,5,1,0.0
2371,2,2,5,2,0.0
2372,2,2,5,3,0.0
2373,2,2,5,4,0.0
2374,2,2,5,5,0.0
2375,2,2,5,6,0.0
2376,2,2,5,7,0.0
2377,2,2,5,8,0.0
2378,2,2,5,9,0.0
2379,2,2,5,10,0.0
2380,2,2,5,11,0.0
2381,2,2,5,12,0.0
2382,2,2,5,13,0.0
2383,2,2,5,14,0.0
2384,2,2,5,15,0.0
2385,2,2,5,16,0.0
2386,2,2,5,17,0.0
2387,2,2,5,18,0.0
2388,2,2,5,19,0.0
2389,2,2,5,20,0.0
2390,2,2,5,21,0.0
2391,2,2,5,22,0.0
2392,2,2,5,23,0.0
2393,2,2,5,24,0.0
2394,2,2,5,25,0.0
2395,2,2,5,26,0.0
2396,2,2,5,27,0.0
2397,2,2,5,28,0.0
2398,2,2,5,29,0.0
2399,2,2,5,30,0.0
2400,2,2,6,1,0.0
2401,2,2,6,2,0.0
2402,2,2,6,3,0.0
2403,2,2,6,4,0.0
2404,2,2,6,5,0.0
2405,2,2,6,6,0.0
2406,2,2,6,7,0.0
2407,2,2,6,8,0.0
2408,2,2,6,9,0.0
2409,2,2,6,10,0.0
2410,2,2,6,11,0.0
2411,2,2,6,12,0.0
2412,2,2,6,13,0.0
2413,2,2,6,14,0.0
2414,2,2,6,15,0.0
2415,2,2,6,16,0.0
2416,2,2,6,17,0.0
2417,2,2,6,18,0.0
2418,2,2,6,19,0.0
2419,2,2,6,20,0.0
2420,2,2,6,21,0.0
2421,2,2,6,22,0.0
2422,2,2,6,23,0.0
2423,2,2,6,24,0.0
2424,2,2,6,25,0.0
2425,2,2,6,26,0.0
2426,2,2,6,27,0.0
2427,2,2,6,28,0.0
2428,2,2,6,29,0.0
2429,2,2,6,30,0.0
2430,2,2,7,1,0.0
2431,2,2,7,2,0.0
2432,2,2,7,3,0.0
2433,2,2,7,4,0.0
2434,2,2,7,5,0.0
2435,2,2,7,6,0.0
2436,2,2,7,7,0.0
2437,2,2,7,8,0.0
2438,2,2,7,9,0.0
2439,2,2,7,10,0.0
2440,2,2,7,11,0.0
2441,2,2,7,12,0.0
2442,2,2,7,13,0.0
2443,2,2,7,14,0.0
2444,2,2,7,15,0.0
2445,2,2,7,16,0.0
2446,2,2,7,17,0.0
2447,2,2,7,18,0.0
2448,2,2,7,19,0.0
2449,2,2,7,20,0.0
2450,2,2,7,21,0.0
2451,2,2,7,22,0.0
2452,2,2,7,23,0.0
2453,2,2,7,24,0.0
2454,2,2,7,25,0.0
2455,2,2,7,26,0.0
2456,2,2,7,27,0.0
2457,2,2,7,28,0.0
2458,2,2,7,29,0.0
2459,2,2,7,30,0.0
2460,2,2,8,1,0.0
2461,2,2,8,2,0.0
2462,2,2,8,3,0.0
2463,2,2,8,4,0.0
2464,2,2,8,5,0.0
2465,2,2,8,6,0.0
2466,2,2,8,7,0.0
2467,2,2,8,8,0.0
2468,2,2,8,9,0.0
2469,2,2,8,10,0.0
2470,2,2,8,11,0.0
2471,2,2,8,12,0.0
2472,2,2,8,13,0.0
2473,2,2,8,14,0.0
2474,2,2,8,15,0.0
2475,2,2,8,16,0.0
2476,2,2,8,17,0.0
2477,2,2,8,18,0.0
2478,2,2,8,19,0.0
2479,2,2,8,20,0.0
2480,2,2,8,21,0.0
2481,2,2,8,22,0.0
2482,2,2,8,23,0.0
2483,2,2,8,24,0.0
2484,2,2,8,25,0.0
2485,2,2,8,26,0.0
2486,2,2,8,27,0.0
2487,2,2,8,28,0.0
2488,2,2,8,29,0.0
2489,2,2,8,30,0.0
2490,2,2,9,1,0.0
2491,2,2,9,2,0.0
2492,2,2,9,3,0.0
2493,2,2,9,4,0.0
2494,2,2,9,5,0.0
2495,2,2,9,6,0.0
2496,2,2,9,7,0.0
2497,2,2,9,8,0.0
2498,2,2,9,9,0.0
2499,2,2,9,10,0.0
2500,2,2,9,11,0.0
2501,2,2,9,12,0.0
2502,2,2,9,13,0.0
2503,2,2,9,14,0.0
2504,2,2,9,15,0.0
2505,2,2,9,16,0.0
2506,2,2,9,17,0.0
2507,2,2,9,18,0.0
2508,2,2,9,19,0.0
2509,2,2,9,20,0.0
2510,2,2,9,21,0.0
2511,2,2,9,22,0.0
2512,2,2,9,23,0.0
2513,2,2,9,24,0.0
2514,2,2,9,25,0.0
2515,2,2,9,26,0.0
2516,2,2,9,27,0.0
2517,2,2,9,28,0.0
2518,2,2,9,29,0.0
2519,2,2,9,30,0.0
2520,2,2,10,1,0.0
2521,2,2,10,2,0.0
2522,2,2,10,3,0.0
2523,2,2,10,4,0.0
2524,2,2,10,5,0.0
2525,2,2,10,6,0.0
2526,2,2,10,7,0.0
2527,2,2,10,8,0.0
2528,2,2,10,9,0.0
2529,2,2,10,10,0.0
2530,2,2,10,11,0.0
2531,2,2,10,12,0.0
2532,2,2,10,13,0.0
2533,2,2,10,14,0.0
2534,2,2,10,15,0.0
2535,2,2,10,16,0.0
2536,2,2,10,17,0.0
2537,2,2,10,18,0.0
2538,2,2,10,19,0.0
2539,2,2,10,20,0.0
2540,2,2,10,21,0.0
2541,2,2,10,22,0.0
2542,2,2,10,23,0.0
2543,2,2,10,24,0.0
2544,2,2,10,25,0.0
2545,2,2,10,26,0.0
2546,2,2,10,27,0.0
2547,2,2,10,28,0.0
2548,2,2,10,29,0.0
2549,2,2,10,30,0.0
2550,2,2,11,1,0.0
2551,2,2,11,2,0.0
2552,2,2,11,3,0.0
2553,2,2,11,4,0.0
2554,2,2,11,5,0.0
2555,2,2,11,6,0.0
2556,2,2,11,7,0.0
2557,2,2,11,8,0.0
2558,2,2,11,9,0.0
2559,2,2,11,10,0.0
2560,2,2,11,11,0.0
2561,2,2,11,12,0.0
2562,2,2,11,13,0.0
2563,2,2,11,14,0.0
2564,2,2,11,15,0.0
2565,2,2,11,16,0.0
2566,2,2,11,17,0.0
2567,2,2,11,18,0.0
2568,2,2,11,19,0.0
2569,2,2,11,20,0.0
2570,2,2,11,21,0.0
2571,2,2,11,22,0.0
2572,2,2,11,23,0.0
2573,2,2,11,24,0.0
2574,2,2,11,25,0.0
2575,2,2,11,26,0.0
2576,2,2,11,27,0.0
2577,2,2,11,28,0.0
2578,2,2,11,29,0.0
2579,2,2,11,30,0.0
2580,2,2,12,1,0.0
2581,2,2,12,2,0.0
2582,2,2,12,3,0.0
2583,2,2,12,4,0.0
2584,2,2,12,5,0.0
2585,2,2,12,6,0.0
2586,2,2,12,7,0.0
2587,2,2,12,8,0.0
2588,2,2,12,9,0.0
2589,2,2,12,10,0.0
2590,2,2,12,11,0.0
2591,2,2,12,12,0.0
2592,2,2,12,13,0.0
2593,2,2,12,14,0.0
2594,2,2,12,15,0.0
2595,2,2,12,16,0.0
2596,2,2,12,17,0.0
2597,2,2,12,18,0.0
2598,2,2,12,19,0.0
2599,2,2,12,20,0.0
2600,2,2,12,21,0.0
2601,2,2,12,22,0.0
2602,2,2,12,23,0.0
2603,2,2,12,24,0.0
2604,2,2,12,25,0.0
2605,2,2,12,26,0.0
2606,2,2,12,27,0.0
2607,2,2,12,28,0.0
2608,2,2,12,29,0.0
2609,2,2,12,30,0.0
2610,2,2,13,1,0.0
2611,2,2,13,2,0.0
2612,2,2,13,3,0.0
2613,2,2,13,4,0.0
2614,2,2,13,5,0.0
2615,2,2,13,6,0.0
2616,2,2,13,7,0.0
2617,2,2,13,8,0.0
2618,2,2,13,9,0.0
2619,2,2,13,10,0.0
2620,2,2,13,11,0.0
2621,2,2,13,12,0.0
2622,2,2,13,13,0.0
2623,2,2,13,14,0.0
2624,2,2,13,15,0.0
2625,2,2,13,16,0.0
2626,2,2,13,17,0.0
2627,2,2,13,18,0.0
2628,2,2,13,19,0.0
2629,2,2,13,20,0.0
2630,2,2,13,21,0.0
2631,2,2,13,22,0.0
2632,2,2,13,23,0.0
2633,2,2,13,24,0.0
2634,2,2,13,25,0.0
2635,2,2,13,26,0.0
2636,2,2,13,27,0.0
2637,2,2,13,28,0.0
2638,2,2,13,29,0.0
2639,2,2,13,30,0.0
2640,2,2,14,1,0.0
2641,2,2,14,2,0.0
2642,2,2,14,3,0.0
2643,2,2,14,4,0.0
2644,2,2,14,5,0.0
2645,2,2,14,6,0.0
2646,2,2,14,7,0.0
2647,2,2,14,8,0.0
2648,2,2,14,9,0.0
2649,2,2,14,10,0.0
2650,2,2,14,11,0.0
2651,2,2,14,12,0.0
2652,2,2,14,13,0.0
2653,2,2,14,14,0.0
2654,2,2,14,15,0.0
2655,2,2,14,16,0.0
2656,2,2,14,17,0.0
2657,2,2,14,18,0.0
2658,2,2,14,19,0.0
2659,2,2,14,20,0.0
2660,2,2,14,21,0.0
2661,2,2,14,22,0.0
2662,2,2,14,23,0.0
2663,2,2,14,24,0.0
2664,2,2,14,25,0.0
2665,2,2,14,26,0.0
2666,2,2,14,27,0.0
2667,2,2,14,28,0.0
2668,2,2,14,29,0.0
2669,2,2,14,30,0.0
2670,2,2,15,1,0.0
2671,2,2,15,2,0.0
2672,2,2,15,3,0.0
2673,2,2,15,4,0.0
2674,2,2,15,5,0.0
2675,2,2,15,6,0.0
2676,2,2,15,7,0.0
2677,2,2,15,8,0.0
2678,2,2,15,9,0.0
2679,2,2,15,10,0.0
2680,2,2,15,11,0.0
2681,2,2,15,12,0.0
2682,2,2,15,13,0.0
2683,2,2,15,14,0.0
2684,2,2,15,15,0.0
2685,2,2,15,16,0.0
2686,2,2,15,17,0.0
2687,2,2,15,18,0.0
2688,2,2,15,19,0.0
2689,2,2,15,20,0.0
2690,2,2,15,21,0.0
2691,2,2,15,22,0.0
2692,2,2,15,23,0.0
2693,2,2,15,24,0.0
2694,2,2,15,25,0.0
2695,2,2,15,26,0.0
2696,2,2,15,27,0.0
2697,2,2,15,28,0.0
2698,2,2,15,29,0.0
2699,2,2,15,30,0.0
2700,2,3,1,1,0.0
2701,2,3,1,2,0.0
2702,2,3,1,3,0.0
2703,2,3,1,4,0.0
2704,2,3,1,5,0.0
2705,2,3,1,6,0.0
2706,2,3,1,7,0.0
2707,2,3,1,8,0.0
2708,2,3,1,9,0.0
2709,2,3,1,10,0.0
2710,2,3,1,11,0.0
2711,2,3,1,12,0.0
2712,2,3,1,13,0.0
2713,2,3,1,14,0.0
2714,2,3,1,15,0.0
2715,2,3,1,16,0.0
2716,2,3,1,17,0.0
2717,2,3,1,18,0.0
2718,2,3,1,19,0.0
2719,2,3,1,20,0.0
2720,2,3,1,21,0.0
2721,2,3,1,22,0.0
2722,2,3,1,23,0.0
2723,2,3,1,24,0.0
2724,2,3,1,25,0.0
2725,2,3,1,26,0.0
2726,2,3,1,27,0.0
2727,2,3,1,28,0.0
2728,2,3,1,29,0.0
2729,2,3,1,30,0.0
2730,2,3,2,1,0.0
2731,2,3,2,2,0.0
2732,2,3,2,3,0.0
2733,2,3,2,4,0.0
2734,2,3,2,5,0.0
2735,2,3,2,6,0.0
2736,2,3,2,7,0.0
2737,2,3,2,8,0.0
2738,2,3,2,9,0.0
2739,2,3,2,10,0.0
2740,2,3,2,11,0.0
2741,2,3,2,12,0.0
2742,2,3,2,13,0.0
2743,2,3,2,14,0.0
2744,2,3,2,15,0.0
2745,2,3,2,16,0.0
2746,2,3,2,17,0.0
2747,2,3,2,18,0.0
2748,2,3,2,19,0.0
2749,2,3,2,20,0.0
2750,2,3,2,21,0.0
2751,2,3,2,22,0.0
2752,2,3,2,23,0.0
2753,2,3,2,24,0.0
2754,2,3,2,25,0.0
2755,2,3,2,26,0.0
2756,2,3,2,27,0.0
2757,2,3,2,28,0.0
2758,2,3,2,29,0.0
2759,2,3,2,30,0.0
2760,2,3,3,1,0.0
2761,2,3,3,2,0.0
2762,2,3,3,3,0.0
2763,2,3,3,4,0.0
2764,2,3,3,5,0.0
2765,2,3,3,6,0.0
2766,2,3,3,7,0.0
2767,2,3,3,8,0.0
2768,2,3,3,9,0.0
2769,2,3,3,10,0.0
2770,2,3,3,11,0.0
2771,2,3,3,12,0.0
2772,2,3,3,13,0.0
2773,2,3,3,14,0.0
2774,2,3,3,15,0.0
2775,2,3,3,16,0.0
2776,2,3,3,17,0.0
2777,2,3,3,18,0.0
2778,2,3,3,19,0.0
2779,2,3,3,20,0.0
2780,2,3,3,21,0.0
2781,2,3,3,22,0.0
2782,2,3,3,23,0.0
2783,2,3,3,24,0.0
2784,2,3,3,25,0.0
2785,2,3,3,26,0.0
2786,2,3,3,27,0.0
2787,2,3,3,28,0.0
2788,2,3,3,29,0.0
2789,2,3,3,30,0.0
2790,2,3,4,1,0.0
2791,2,3,4,2,0.0
2792,2,3,4,3,0.0
2793,2,3,4,4,0.0
2794,2,3,4,5,0.0
2795,2,3,4,6,0.0
2796,2,3,4,7,0.0
2797,2,3,4,8,0.0
2798,2,3,4,9,0.0
2799,2,3,4,10,0.0
2800,2,3,4,11,0.0
2801,2,3,4,12,0.0
2802,2,3,4,13,0.0
2803,2,3,4,14,0.0
2804,2,3,4,15,0.0
2805,2,3,4,16,0.0
2806,2,3,4,17,0.0
2807,2,3,4,18,0.0
2808,2,3,4,19,0.0
2809,2,3,4,20,0.0
2810,2,3,4,21,0.0
2811,2,3,4,22,0.0
2812,2,3,4,23,0.0
2813,2,3,4,24,0.0
2814,2,3,4,25,0.0
2815,2,3,4,26,0.0
2816,2,3,4,27,0.0
2817,2,3,4,28,0.0
2818,2,3,4,29,0.0
2819,2,3,4,30,0.0
2820,2,3,5,1,0.0
2821,2,3,5,2,0.0
2822,2,3,5,3,0.0
2823,2,3,5,4,0.0
2824,2,3,5,5,0.0
2825,2,3,5,6,0.0
2826,2,3,5,7,0.0
2827,2,3,5,8,0.0
2828,2,3,5,9,0.0
2829,2,3,5,10,0.0
2830,2,3,5,11,0.0
2831,2,3,5,12,0.0
2832,2,3,5,13,0.0
2833,2,3,5,14,0.0
2834,2,3,5,15,0.0
2835,2,3,5,16,0.0
2836,2,3,5,17,0.0
2837,2,3,5,18,0.0
2838,2,3,5,19,0.0
2839,2,3,5,20,0.0
2840,2,3,5,21,0.0
2841,2,3,5,22,0.0
2842,2,3,5,23,0.0
2843,2,3,5,24,0.0
2844,2,3,5,25,0.0
2845,2,3,5,26,0.0
2846,2,3,5,27,0.0
2847,2,3,5,28,0.0
2848,2,3,5,29,0.0
2849,2,3,5,30,0.0
2850,2,3,6,1,0.0
2851,2,3,6,2,0.0
2852,2,3,6,3,0.0
2853,2,3,6,4,0.0
2854,2,3,6,5,0.0
2855,2,3,6,6,0.0
2856,2,3,6,7,0.0
2857,2,3,6,8,0.0
2858,2,3,6,9,0.0
2859,2,3,6,10,0.0
2860,2,3,6,11,0.0
2861,2,3,6,12,0.0
2862,2,3,6,13,0.0
2863,2,3,6,14,0.0
2864,2,3,6,15,0.0
2865,2,3,6,16,0.0
2866,2,3,6,17,0.0
2867,2,3,6,18,0.0
2868,2,3,6,19,0.0
2869,2,3,6,20,0.0
2870,2,3,6,21,0.0
2871,2,3,6,22,0.0
2872,2,3,6,23,0.0
2873,2,3,6,24,0.0
2874,2,3,6,25,0.0
2875,2,3,6,26,0.0
2876,2,3,6,27,0.0
2877,2,3,6,28,0.0
2878,2,3,6,29,0.0
2879,2,3,6,30,0.0
2880,2,3,7,1,0.0
2881,2,3,7,2,0.0
2882,2,3,7,3,0.0
2883,2,3,7,4,0.0
2884,2,3,7,5,0.0
2885,2,3,7,6,0.0
2886,2,3,7,7,0.0
2887,2,3,7,8,0.0
2888,2,3,7,9,0.0
