,o,i,t,r
928,3,1,29,-0.0
929,3,1,30,0.0
930,3,2,1,-0.0
931,3,2,2,-0.0
932,3,2,3,-0.0
933,3,2,4,-0.0
934,3,2,5,-0.0
935,3,2,6,-0.0
936,3,2,7,-0.0
937,3,2,8,-0.0
938,3,2,9,-0.0
939,3,2,10,-0.0
940,3,2,11,-0.0
941,3,2,12,-0.0
942,3,2,13,-0.0
943,3,2,14,-0.0
944,3,2,15,-0.0
945,3,2,16,-0.0
946,3,2,17,-0.0
947,3,2,18,-0.0
948,3,2,19,-0.0
949,3,2,20,-0.0
950,3,2,21,-0.0
951,3,2,22,-0.0
952,3,2,23,-0.0
953,3,2,24,-0.0
954,3,2,25,-0.0
955,3,2,26,-0.0
956,3,2,27,-0.0
957,3,2,28,-0.0
958,3,2,29,-0.0
959,3,2,30,0.0
960,3,3,1,-0.0
961,3,3,2,-0.0
962,3,3,3,-0.0
963,3,3,4,-0.0
964,3,3,5,-0.0
965,3,3,6,-0.0
966,3,3,7,-0.0
967,3,3,8,-0.0
968,3,3,9,-0.0
969,3,3,10,-0.0
970,3,3,11,-0.0
971,3,3,12,-0.0
972,3,3,13,-0.0
973,3,3,14,-0.0
974,3,3,15,-0.0
975,3,3,16,-0.0
976,3,3,17,-0.0
977,3,3,18,-0.0
978,3,3,19,-0.0
979,3,3,20,-0.0
980,3,3,21,-0.0
981,3,3,22,-0.0
982,3,3,23,-0.0
983,3,3,24,-0.0
984,3,3,25,-0.0
985,3,3,26,-0.0
986,3,3,27,-0.0
987,3,3,28,-0.0
988,3,3,29,-0.0
989,3,3,30,0.0
990,3,4,1,-0.0
991,3,4,2,-0.0
992,3,4,3,-0.0
993,3,4,4,-0.0
994,3,4,5,-0.0
995,3,4,6,-0.0
996,3,4,7,-0.0
997,3,4,8,-0.0
998,3,4,9,-0.0
999,3,4,10,-0.0
1000,3,4,11,-0.0
1001,3,4,12,-0.0
1002,3,4,13,-0.0
1003,3,4,14,-0.0
1004,3,4,15,-0.0
1005,3,4,16,-0.0
1006,3,4,17,-0.0
1007,3,4,18,-0.0
1008,3,4,19,-0.0
1009,3,4,20,-0.0
1010,3,4,21,-0.0
1011,3,4,22,-0.0
1012,3,4,23,-0.0
1013,3,4,24,-0.0
1014,3,4,25,-0.0
1015,3,4,26,-0.0
1016,3,4,27,-0.0
1017,3,4,28,-0.0
1018,3,4,29,-0.0
1019,3,4,30,0.0
1020,3,5,1,-0.0
1021,3,5,2,-0.0
1022,3,5,3,-0.0
1023,3,5,4,-0.0
1024,3,5,5,-0.0
1025,3,5,6,-0.0
1026,3,5,7,-0.0
1027,3,5,8,-0.0
1028,3,5,9,-0.0
1029,3,5,10,-0.0
1030,3,5,11,-0.0
1031,3,5,12,-0.0
1032,3,5,13,-0.0
1033,3,5,14,-0.0
1034,3,5,15,-0.0
1035,3,5,16,-0.0
1036,3,5,17,-0.0
1037,3,5,18,-0.0
1038,3,5,19,-0.0
1039,3,5,20,-0.0
1040,3,5,21,-0.0
1041,3,5,22,-0.0
1042,3,5,23,-0.0
1043,3,5,24,-0.0
1044,3,5,25,-0.0
1045,3,5,26,-0.0
1046,3,5,27,-0.0
1047,3,5,28,-0.0
1048,3,5,29,-0.0
1049,3,5,30,0.0
1050,3,6,1,-0.0
1051,3,6,2,-0.0
1052,3,6,3,-0.0
1053,3,6,4,-0.0
1054,3,6,5,-0.0
1055,3,6,6,-0.0
1056,3,6,7,-0.0
1057,3,6,8,-0.0
1058,3,6,9,-0.0
1059,3,6,10,-0.0
1060,3,6,11,-0.0
1061,3,6,12,-0.0
1062,3,6,13,-0.0
1063,3,6,14,-0.0
1064,3,6,15,-0.0
1065,3,6,16,-0.0
1066,3,6,17,-0.0
1067,3,6,18,-0.0
1068,3,6,19,-0.0
1069,3,6,20,-0.0
1070,3,6,21,-0.0
1071,3,6,22,-0.0
1072,3,6,23,-0.0
1073,3,6,24,-0.0
1074,3,6,25,-0.0
1075,3,6,26,-0.0
1076,3,6,27,-0.0
1077,3,6,28,-0.0
1078,3,6,29,-0.0
1079,3,6,30,0.0
1080,3,7,1,-0.0
1081,3,7,2,-0.0
1082,3,7,3,-0.0
1083,3,7,4,-0.0
1084,3,7,5,-0.0
1085,3,7,6,-0.0
1086,3,7,7,-0.0
1087,3,7,8,-0.0
1088,3,7,9,-0.0
1089,3,7,10,-0.0
1090,3,7,11,-0.0
1091,3,7,12,-0.0
1092,3,7,13,-0.0
1093,3,7,14,-0.0
1094,3,7,15,-0.0
1095,3,7,16,-0.0
1096,3,7,17,-0.0
1097,3,7,18,-0.0
1098,3,7,19,-0.0
1099,3,7,20,-0.0
1100,3,7,21,-0.0
1101,3,7,22,-0.0
1102,3,7,23,-0.0
1103,3,7,24,-0.0
1104,3,7,25,-0.0
1105,3,7,26,-0.0
1106,3,7,27,-0.0
1107,3,7,28,-0.0
1108,3,7,29,-0.0
1109,3,7,30,0.0
1110,3,8,1,-0.0
1111,3,8,2,-0.0
1112,3,8,3,-0.0
1113,3,8,4,-0.0
1114,3,8,5,-0.0
1115,3,8,6,-0.0
1116,3,8,7,-0.0
1117,3,8,8,-0.0
1118,3,8,9,-0.0
1119,3,8,10,-0.0
1120,3,8,11,-0.0
1121,3,8,12,-0.0
1122,3,8,13,-0.0
1123,3,8,14,-0.0
1124,3,8,15,-0.0
1125,3,8,16,-0.0
1126,3,8,17,-0.0
1127,3,8,18,-0.0
1128,3,8,19,-0.0
1129,3,8,20,-0.0
1130,3,8,21,-0.0
1131,3,8,22,-0.0
1132,3,8,23,-0.0
1133,3,8,24,-0.0
1134,3,8,25,-0.0
1135,3,8,26,-0.0
1136,3,8,27,-0.0
1137,3,8,28,-0.0
1138,3,8,29,-0.0
1139,3,8,30,0.0
1140,3,9,1,-0.0
1141,3,9,2,-0.0
1142,3,9,3,-0.0
1143,3,9,4,-0.0
1144,3,9,5,-0.0
1145,3,9,6,-0.0
1146,3,9,7,-0.0
1147,3,9,8,-0.0
1148,3,9,9,-0.0
1149,3,9,10,-0.0
1150,3,9,11,-0.0
1151,3,9,12,-0.0
1152,3,9,13,-0.0
1153,3,9,14,-0.0
1154,3,9,15,-0.0
1155,3,9,16,-0.0
1156,3,9,17,-0.0
1157,3,9,18,-0.0
1158,3,9,19,-0.0
1159,3,9,20,-0.0
1160,3,9,21,-0.0
1161,3,9,22,-0.0
1162,3,9,23,-0.0
1163,3,9,24,-0.0
1164,3,9,25,-0.0
1165,3,9,26,-0.0
1166,3,9,27,-0.0
1167,3,9,28,-0.0
1168,3,9,29,-0.0
1169,3,9,30,0.0
1170,3,10,1,-0.0
1171,3,10,2,-0.0
1172,3,10,3,-0.0
1173,3,10,4,-0.0
1174,3,10,5,-0.0
1175,3,10,6,-0.0
1176,3,10,7,-0.0
1177,3,10,8,-0.0
1178,3,10,9,-0.0
1179,3,10,10,-0.0
1180,3,10,11,-0.0
1181,3,10,12,-0.0
1182,3,10,13,-0.0
1183,3,10,14,-0.0
1184,3,10,15,-0.0
1185,3,10,16,-0.0
1186,3,10,17,-0.0
1187,3,10,18,-0.0
1188,3,10,19,-0.0
1189,3,10,20,-0.0
1190,3,10,21,-0.0
1191,3,10,22,-0.0
1192,3,10,23,-0.0
1193,3,10,24,-0.0
1194,3,10,25,-0.0
1195,3,10,26,-0.0
1196,3,10,27,-0.0
1197,3,10,28,-0.0
1198,3,10,29,-0.0
1199,3,10,30,0.0
1200,3,11,1,-0.0
1201,3,11,2,-0.0
1202,3,11,3,-0.0
1203,3,11,4,-0.0
1204,3,11,5,-0.0
1205,3,11,6,-0.0
1206,3,11,7,-0.0
1207,3,11,8,-0.0
1208,3,11,9,-0.0
1209,3,11,10,-0.0
1210,3,11,11,-0.0
1211,3,11,12,-0.0
1212,3,11,13,-0.0
1213,3,11,14,-0.0
1214,3,11,15,-0.0
1215,3,11,16,-0.0
1216,3,11,17,-0.0
1217,3,11,18,-0.0
1218,3,11,19,-0.0
1219,3,11,20,-0.0
1220,3,11,21,-0.0
1221,3,11,22,-0.0
1222,3,11,23,-0.0
1223,3,11,24,-0.0
1224,3,11,25,-0.0
1225,3,11,26,-0.0
1226,3,11,27,-0.0
1227,3,11,28,-0.0
1228,3,11,29,-0.0
1229,3,11,30,0.0
1230,3,12,1,-0.0
1231,3,12,2,-0.0
1232,3,12,3,-0.0
1233,3,12,4,-0.0
1234,3,12,5,-0.0
1235,3,12,6,-0.0
1236,3,12,7,-0.0
1237,3,12,8,-0.0
1238,3,12,9,-0.0
1239,3,12,10,-0.0
1240,3,12,11,-0.0
1241,3,12,12,-0.0
1242,3,12,13,-0.0
1243,3,12,14,-0.0
1244,3,12,15,-0.0
1245,3,12,16,-0.0
1246,3,12,17,-0.0
1247,3,12,18,-0.0
1248,3,12,19,-0.0
1249,3,12,20,-0.0
1250,3,12,21,-0.0
1251,3,12,22,-0.0
1252,3,12,23,-0.0
1253,3,12,24,-0.0
1254,3,12,25,-0.0
1255,3,12,26,-0.0
1256,3,12,27,-0.0
1257,3,12,28,-0.0
1258,3,12,29,-0.0
1259,3,12,30,0.0
1260,3,13,1,-0.0
1261,3,13,2,-0.0
1262,3,13,3,-0.0
1263,3,13,4,-0.0
1264,3,13,5,-0.0
1265,3,13,6,-0.0
1266,3,13,7,-0.0
1267,3,13,8,-0.0
1268,3,13,9,-0.0
1269,3,13,10,-0.0
1270,3,13,11,-0.0
1271,3,13,12,-0.0
1272,3,13,13,-0.0
1273,3,13,14,-0.0
1274,3,13,15,-0.0
1275,3,13,16,-0.0
1276,3,13,17,-0.0
1277,3,13,18,-0.0
1278,3,13,19,-0.0
1279,3,13,20,-0.0
1280,3,13,21,-0.0
1281,3,13,22,-0.0
1282,3,13,23,-0.0
1283,3,13,24,-0.0
1284,3,13,25,-0.0
1285,3,13,26,-0.0
1286,3,13,27,-0.0
1287,3,13,28,-0.0
1288,3,13,29,-0.0
1289,3,13,30,0.0
1290,3,14,1,-0.0
1291,3,14,2,-0.0
1292,3,14,3,-0.0
1293,3,14,4,-0.0
1294,3,14,5,-0.0
1295,3,14,6,-0.0
1296,3,14,7,-0.0
1297,3,14,8,-0.0
1298,3,14,9,-0.0
1299,3,14,10,-0.0
1300,3,14,11,-0.0
1301,3,14,12,-0.0
1302,3,14,13,-0.0
1303,3,14,14,-0.0
1304,3,14,15,-0.0
1305,3,14,16,-0.0
1306,3,14,17,-0.0
1307,3,14,18,-0.0
1308,3,14,19,-0.0
1309,3,14,20,-0.0
1310,3,14,21,-0.0
1311,3,14,22,-0.0
1312,3,14,23,-0.0
1313,3,14,24,-0.0
1314,3,14,25,-0.0
1315,3,14,26,-0.0
1316,3,14,27,-0.0
1317,3,14,28,-0.0
1318,3,14,29,-0.0
1319,3,14,30,0.0
1320,3,15,1,-0.0
1321,3,15,2,-0.0
1322,3,15,3,-0.0
1323,3,15,4,-0.0
1324,3,15,5,-0.0
1325,3,15,6,-0.0
1326,3,15,7,-0.0
1327,3,15,8,-0.0
1328,3,15,9,-0.0
1329,3,15,10,-0.0
1330,3,15,11,-0.0
1331,3,15,12,-0.0
1332,3,15,13,-0.0
1333,3,15,14,-0.0
1334,3,15,15,-0.0
1335,3,15,16,-0.0
1336,3,15,17,-0.0
1337,3,15,18,-0.0
1338,3,15,19,-0.0
1339,3,15,20,-0.0
1340,3,15,21,-0.0
1341,3,15,22,-0.0
1342,3,15,23,-0.0
1343,3,15,24,-0.0
1344,3,15,25,-0.0
1345,3,15,26,-0.0
1346,3,15,27,-0.0
1347,3,15,28,-0.0
1348,3,15,29,-0.0
1349,3,15,30,0.0
1350,4,1,1,-0.0
1351,4,1,2,-0.0
1352,4,1,3,-0.0
1353,4,1,4,-0.0
1354,4,1,5,-0.0
1355,4,1,6,-0.0
1356,4,1,7,-0.0
1357,4,1,8,-0.0
1358,4,1,9,-0.0
1359,4,1,10,-0.0
1360,4,1,11,-0.0
1361,4,1,12,-0.0
1362,4,1,13,-0.0
1363,4,1,14,-0.0
1364,4,1,15,-0.0
1365,4,1,16,-0.0
1366,4,1,17,-0.0
1367,4,1,18,-0.0
1368,4,1,19,-0.0
1369,4,1,20,-0.0
1370,4,1,21,-0.0
1371,4,1,22,-0.0
1372,4,1,23,-0.0
1373,4,1,24,-0.0
1374,4,1,25,-0.0
1375,4,1,26,-0.0
1376,4,1,27,-0.0
1377,4,1,28,-0.0
1378,4,1,29,-0.0
1379,4,1,30,0.0
1380,4,2,1,-0.0
1381,4,2,2,-0.0
1382,4,2,3,-0.0
1383,4,2,4,-0.0
1384,4,2,5,-0.0
1385,4,2,6,-0.0
1386,4,2,7,-0.0
1387,4,2,8,-0.0
1388,4,2,9,-0.0
1389,4,2,10,-0.0
1390,4,2,11,-0.0
1391,4,2,12,-0.0
1392,4,2,13,-0.0
1393,4,2,14,-0.0
1394,4,2,15,-0.0
1395,4,2,16,-0.0
1396,4,2,17,-0.0
1397,4,2,18,-0.0
1398,4,2,19,-0.0
1399,4,2,20,-0.0
1400,4,2,21,-0.0
1401,4,2,22,-0.0
1402,4,2,23,-0.0
1403,4,2,24,-0.0
1404,4,2,25,-0.0
1405,4,2,26,-0.0
1406,4,2,27,-0.0
1407,4,2,28,-0.0
1408,4,2,29,-0.0
1409,4,2,30,0.0
1410,4,3,1,-0.0
1411,4,3,2,-0.0
1412,4,3,3,-0.0
1413,4,3,4,-0.0
1414,4,3,5,-0.0
1415,4,3,6,-0.0
1416,4,3,7,-0.0
1417,4,3,8,-0.0
1418,4,3,9,-0.0
1419,4,3,10,-0.0
1420,4,3,11,-0.0
1421,4,3,12,-0.0
1422,4,3,13,-0.0
1423,4,3,14,-0.0
1424,4,3,15,-0.0
1425,4,3,16,-0.0
1426,4,3,17,-0.0
1427,4,3,18,-0.0
1428,4,3,19,-0.0
1429,4,3,20,-0.0
1430,4,3,21,-0.0
1431,4,3,22,-0.0
1432,4,3,23,-0.0
1433,4,3,24,-0.0
1434,4,3,25,-0.0
1435,4,3,26,-0.0
1436,4,3,27,-0.0
1437,4,3,28,-0.0
1438,4,3,29,-0.0
1439,4,3,30,0.0
1440,4,4,1,-0.0
1441,4,4,2,-0.0
1442,4,4,3,-0.0
1443,4,4,4,-0.0
1444,4,4,5,-0.0
1445,4,4,6,-0.0
1446,4,4,7,-0.0
1447,4,4,8,-0.0
1448,4,4,9,-0.0
1449,4,4,10,-0.0
1450,4,4,11,-0.0
1451,4,4,12,-0.0
1452,4,4,13,-0.0
1453,4,4,14,-0.0
1454,4,4,15,-0.0
1455,4,4,16,-0.0
1456,4,4,17,-0.0
1457,4,4,18,-0.0
1458,4,4,19,-0.0
1459,4,4,20,-0.0
1460,4,4,21,-0.0
1461,4,4,22,-0.0
1462,4,4,23,-0.0
1463,4,4,24,-0.0
1464,4,4,25,-0.0
1465,4,4,26,-0.0
1466,4,4,27,-0.0
1467,4,4,28,-0.0
1468,4,4,29,-0.0
1469,4,4,30,0.0
1470,4,5,1,-0.0
1471,4,5,2,-0.0
1472,4,5,3,-0.0
1473,4,5,4,-0.0
1474,4,5,5,-0.0
1475,4,5,6,-0.0
1476,4,5,7,-0.0
1477,4,5,8,-0.0
1478,4,5,9,-0.0
1479,4,5,10,-0.0
1480,4,5,11,-0.0
1481,4,5,12,-0.0
1482,4,5,13,-0.0
1483,4,5,14,-0.0
1484,4,5,15,-0.0
1485,4,5,16,-0.0
1486,4,5,17,-0.0
1487,4,5,18,-0.0
1488,4,5,19,-0.0
1489,4,5,20,-0.0
1490,4,5,21,-0.0
1491,4,5,22,-0.0
1492,4,5,23,-0.0
1493,4,5,24,-0.0
1494,4,5,25,-0.0
1495,4,5,26,-0.0
1496,4,5,27,-0.0
1497,4,5,28,-0.0
1498,4,5,29,-0.0
1499,4,5,30,0.0
1500,4,6,1,-0.0
1501,4,6,2,-0.0
1502,4,6,3,-0.0
1503,4,6,4,-0.0
1504,4,6,5,-0.0
1505,4,6,6,-0.0
1506,4,6,7,-0.0
1507,4,6,8,-0.0
1508,4,6,9,-0.0
1509,4,6,10,-0.0
1510,4,6,11,-0.0
1511,4,6,12,-0.0
1512,4,6,13,-0.0
1513,4,6,14,-0.0
1514,4,6,15,-0.0
1515,4,6,16,-0.0
1516,4,6,17,-0.0
1517,4,6,18,-0.0
1518,4,6,19,-0.0
1519,4,6,20,-0.0
1520,4,6,21,-0.0
1521,4,6,22,-0.0
1522,4,6,23,-0.0
1523,4,6,24,-0.0
1524,4,6,25,-0.0
1525,4,6,26,-0.0
1526,4,6,27,-0.0
1527,4,6,28,-0.0
1528,4,6,29,-0.0
1529,4,6,30,0.0
1530,4,7,1,-0.0
1531,4,7,2,-0.0
1532,4,7,3,-0.0
1533,4,7,4,-0.0
1534,4,7,5,-0.0
1535,4,7,6,-0.0
1536,4,7,7,-0.0
1537,4,7,8,-0.0
1538,4,7,9,-0.0
1539,4,7,10,-0.0
1540,4,7,11,-0.0
1541,4,7,12,-0.0
1542,4,7,13,-0.0
1543,4,7,14,-0.0
1544,4,7,15,-0.0
1545,4,7,16,-0.0
1546,4,7,17,-0.0
1547,4,7,18,-0.0
1548,4,7,19,-0.0
1549,4,7,20,-0.0
1550,4,7,21,-0.0
1551,4,7,22,-0.0
1552,4,7,23,-0.0
1553,4,7,24,-0.0
1554,4,7,25,-0.0
1555,4,7,26,-0.0
1556,4,7,27,-0.0
1557,4,7,28,-0.0
1558,4,7,29,-0.0
1559,4,7,30,0.0
1560,4,8,1,-0.0
1561,4,8,2,-0.0
1562,4,8,3,-0.0
1563,4,8,4,-0.0
1564,4,8,5,-0.0
1565,4,8,6,-0.0
1566,4,8,7,-0.0
1567,4,8,8,-0.0
1568,4,8,9,-0.0
1569,4,8,10,-0.0
1570,4,8,11,-0.0
1571,4,8,12,-0.0
1572,4,8,13,-0.0
1573,4,8,14,-0.0
1574,4,8,15,-0.0
1575,4,8,16,-0.0
1576,4,8,17,-0.0
1577,4,8,18,-0.0
1578,4,8,19,-0.0
1579,4,8,20,-0.0
1580,4,8,21,-0.0
1581,4,8,22,-0.0
1582,4,8,23,-0.0
1583,4,8,24,-0.0
1584,4,8,25,-0.0
1585,4,8,26,-0.0
1586,4,8,27,-0.0
1587,4,8,28,-0.0
1588,4,8,29,-0.0
1589,4,8,30,0.0
1590,4,9,1,-0.0
1591,4,9,2,-0.0
1592,4,9,3,-0.0
1593,4,9,4,-0.0
1594,4,9,5,-0.0
1595,4,9,6,-0.0
1596,4,9,7,-0.0
1597,4,9,8,-0.0
1598,4,9,9,-0.0
1599,4,9,10,-0.0
1600,4,9,11,-0.0
1601,4,9,12,-0.0
1602,4,9,13,-0.0
1603,4,9,14,-0.0
1604,4,9,15,-0.0
1605,4,9,16,-0.0
1606,4,9,17,-0.0
1607,4,9,18,-0.0
1608,4,9,19,-0.0
1609,4,9,20,-0.0
1610,4,9,21,-0.0
1611,4,9,22,-0.0
1612,4,9,23,-0.0
1613,4,9,24,-0.0
1614,4,9,25,-0.0
1615,4,9,26,-0.0
1616,4,9,27,-0.0
1617,4,9,28,-0.0
1618,4,9,29,-0.0
1619,4,9,30,0.0
1620,4,10,1,-0.0
1621,4,10,2,-0.0
1622,4,10,3,-0.0
1623,4,10,4,-0.0
1624,4,10,5,-0.0
1625,4,10,6,-0.0
1626,4,10,7,-0.0
1627,4,10,8,-0.0
1628,4,10,9,-0.0
1629,4,10,10,-0.0
1630,4,10,11,-0.0
1631,4,10,12,-0.0
1632,4,10,13,-0.0
1633,4,10,14,-0.0
1634,4,10,15,-0.0
1635,4,10,16,-0.0
1636,4,10,17,-0.0
1637,4,10,18,-0.0
1638,4,10,19,-0.0
1639,4,10,20,-0.0
1640,4,10,21,-0.0
1641,4,10,22,-0.0
1642,4,10,23,-0.0
1643,4,10,24,-0.0
1644,4,10,25,-0.0
1645,4,10,26,-0.0
1646,4,10,27,-0.0
1647,4,10,28,-0.0
1648,4,10,29,-0.0
1649,4,10,30,0.0
1650,4,11,1,-0.0
1651,4,11,2,-0.0
1652,4,11,3,-0.0
1653,4,11,4,-0.0
1654,4,11,5,-0.0
1655,4,11,6,-0.0
1656,4,11,7,-0.0
1657,4,11,8,-0.0
1658,4,11,9,-0.0
1659,4,11,10,-0.0
1660,4,11,11,-0.0
1661,4,11,12,-0.0
1662,4,11,13,-0.0
1663,4,11,14,-0.0
1664,4,11,15,-0.0
1665,4,11,16,-0.0
1666,4,11,17,-0.0
1667,4,11,18,-0.0
1668,4,11,19,-0.0
1669,4,11,20,-0.0
1670,4,11,21,-0.0
1671,4,11,22,-0.0
1672,4,11,23,-0.0
1673,4,11,24,-0.0
1674,4,11,25,-0.0
1675,4,11,26,-0.0
1676,4,11,27,-0.0
1677,4,11,28,-0.0
1678,4,11,29,-0.0
1679,4,11,30,0.0
1680,4,12,1,-0.0
1681,4,12,2,-0.0
1682,4,12,3,-0.0
1683,4,12,4,-0.0
1684,4,12,5,-0.0
1685,4,12,6,-0.0
1686,4,12,7,-0.0
1687,4,12,8,-0.0
1688,4,12,9,-0.0
1689,4,12,10,-0.0
1690,4,12,11,-0.0
1691,4,12,12,-0.0
1692,4,12,13,-0.0
1693,4,12,14,-0.0
1694,4,12,15,-0.0
1695,4,12,16,-0.0
1696,4,12,17,-0.0
1697,4,12,18,-0.0
1698,4,12,19,-0.0
1699,4,12,20,-0.0
1700,4,12,21,-0.0
1701,4,12,22,-0.0
1702,4,12,23,-0.0
1703,4,12,24,-0.0
1704,4,12,25,-0.0
1705,4,12,26,-0.0
1706,4,12,27,-0.0
1707,4,12,28,-0.0
1708,4,12,29,-0.0
1709,4,12,30,0.0
1710,4,13,1,-0.0
1711,4,13,2,-0.0
1712,4,13,3,-0.0
1713,4,13,4,-0.0
1714,4,13,5,-0.0
1715,4,13,6,-0.0
1716,4,13,7,-0.0
1717,4,13,8,-0.0
1718,4,13,9,-0.0
1719,4,13,10,-0.0
1720,4,13,11,-0.0
1721,4,13,12,-0.0
1722,4,13,13,-0.0
1723,4,13,14,-0.0
1724,4,13,15,-0.0
1725,4,13,16,-0.0
1726,4,13,17,-0.0
1727,4,13,18,-0.0
1728,4,13,19,-0.0
1729,4,13,20,-0.0
1730,4,13,21,-0.0
1731,4,13,22,-0.0
1732,4,13,23,-0.0
1733,4,13,24,-0.0
1734,4,13,25,-0.0
1735,4,13,26,-0.0
1736,4,13,27,-0.0
1737,4,13,28,-0.0
1738,4,13,29,-0.0
1739,4,13,30,0.0
1740,4,14,1,-0.0
1741,4,14,2,-0.0
1742,4,14,3,-0.0
1743,4,14,4,-0.0
1744,4,14,5,-0.0
1745,4,14,6,-0.0
1746,4,14,7,-0.0
1747,4,14,8,-0.0
1748,4,14,9,-0.0
1749,4,14,10,-0.0
1750,4,14,11,-0.0
1751,4,14,12,-0.0
1752,4,14,13,-0.0
1753,4,14,14,-0.0
1754,4,14,15,-0.0
1755,4,14,16,-0.0
1756,4,14,17,-0.0
1757,4,14,18,-0.0
1758,4,14,19,-0.0
1759,4,14,20,-0.0
1760,4,14,21,-0.0
1761,4,14,22,-0.0
1762,4,14,23,-0.0
1763,4,14,24,-0.0
1764,4,14,25,-0.0
1765,4,14,26,-0.0
1766,4,14,27,-0.0
1767,4,14,28,-0.0
1768,4,14,29,-0.0
1769,4,14,30,0.0
1770,4,15,1,-0.0
1771,4,15,2,-0.0
1772,4,15,3,-0.0
1773,4,15,4,-0.0
1774,4,15,5,-0.0
1775,4,15,6,-0.0
1776,4,15,7,-0.0
1777,4,15,8,-0.0
1778,4,15,9,-0.0
1779,4,15,10,-0.0
1780,4,15,11,-0.0
1781,4,15,12,-0.0
1782,4,15,13,-0.0
1783,4,15,14,-0.0
1784,4,15,15,-0.0
1785,4,15,16,-0.0
1786,4,15,17,-0.0
1787,4,15,18,-0.0
1788,4,15,19,-0.0
1789,4,15,20,-0.0
1790,4,15,21,-0.0
1791,4,15,22,-0.0
1792,4,15,23,-0.0
1793,4,15,24,-0.0
1794,4,15,25,-0.0
1795,4,15,26,-0.0
1796,4,15,27,-0.0
1797,4,15,28,-0.0
1798,4,15,29,-0.0
1799,4,15,30,0.0
